dir,track,h,search,queue,algo,dom,cov
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',tetris,6
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',cavediving,7
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',transport,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',thoughtful,10
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',maintenance,3
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',openstacks,19
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',hiking,20
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',visitall,4
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',ged,9
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',barman,6
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',citycar,2
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',parking,2
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',childsnack,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',floortile,2
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',tetris,8
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',cavediving,7
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',transport,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',thoughtful,11
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',maintenance,5
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',openstacks,19
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',hiking,20
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',visitall,3
lazyfifo,ipc2014,ff1,lazy,FIFO,hb',ged,7
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',barman,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',citycar,2
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',parking,5
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',childsnack,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',floortile,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',tetris,17
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',cavediving,7
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',transport,6
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',thoughtful,5
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',maintenance,1
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',openstacks,11
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',hiking,20
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',visitall,2
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',ged,9
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',nomystery,5
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',tidybot,18
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',pegsol,20
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',visitall,11
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',transport,0
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',elevators,18
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',woodworking,19
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',barman,19
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',parcprinter,20
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',parking,13
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',floortile,4
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',scanalyzer,19
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',sokoban,18
lazyfifo,ipc2011,ff1,lazy,FIFO,hb',openstacks,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',nomystery,5
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',tidybot,17
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',pegsol,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',visitall,10
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',transport,11
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',elevators,14
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',woodworking,14
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',barman,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',parcprinter,19
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',parking,17
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',floortile,1
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',scanalyzer,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',sokoban,16
lazyfifo,ipc2011,cg1,lazy,FIFO,hb',openstacks,16
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',barman,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',citycar,3
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',parking,7
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',childsnack,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',floortile,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',tetris,18
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',cavediving,7
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',transport,6
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',thoughtful,6
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',maintenance,1
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',openstacks,11
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',hiking,16
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',visitall,2
lazyfifo,ipc2014,cg1,lazy,FIFO,hb',ged,7
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,citycar,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,parking,2
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,childsnack,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,floortile,2
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,tetris,10
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,cavediving,7
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,transport,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,thoughtful,7
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,maintenance,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,openstacks,18
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,hiking,18
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,visitall,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,ged,19
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,citycar,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,parking,5
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,childsnack,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,floortile,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,tetris,20
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,cavediving,7
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,transport,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,thoughtful,5
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,maintenance,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,openstacks,16
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,hiking,15
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,visitall,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,ged,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,nomystery,5
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,tidybot,18
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,pegsol,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,visitall,3
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,transport,8
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,elevators,11
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,woodworking,1
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,parcprinter,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,parking,16
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,floortile,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,scanalyzer,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,sokoban,13
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,openstacks,17
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,citycar,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,parking,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,childsnack,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,floortile,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,tetris,20
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,cavediving,7
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,transport,3
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,thoughtful,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,maintenance,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,openstacks,17
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,hiking,16
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,visitall,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,ged,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,citycar,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,parking,4
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,childsnack,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,floortile,2
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,tetris,9
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,cavediving,7
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,transport,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,thoughtful,5
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,maintenance,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,openstacks,19
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,hiking,20
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,visitall,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,ged,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,nomystery,5
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,tidybot,18
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,pegsol,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,visitall,3
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,transport,13
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,elevators,9
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,woodworking,1
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,parcprinter,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,parking,17
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,floortile,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,scanalyzer,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,sokoban,14
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,openstacks,18
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,nomystery,5
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,tidybot,13
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,pegsol,20
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,visitall,6
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,transport,0
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,elevators,16
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,woodworking,11
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,barman,7
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,parcprinter,14
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,parking,11
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,floortile,5
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,scanalyzer,17
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,sokoban,18
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,openstacks,20
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,citycar,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,parking,2
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,childsnack,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,floortile,2
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,tetris,10
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,cavediving,7
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,transport,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,thoughtful,9
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,maintenance,2
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,openstacks,18
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,hiking,18
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,visitall,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,ged,20
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,citycar,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,parking,7
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,childsnack,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,floortile,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,tetris,19
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,cavediving,7
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,transport,3
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,thoughtful,5
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,maintenance,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,openstacks,15
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,hiking,16
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,visitall,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,ged,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,citycar,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,parking,5
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,childsnack,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,floortile,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,tetris,20
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,cavediving,7
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,transport,5
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,thoughtful,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,maintenance,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,openstacks,16
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,hiking,15
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,visitall,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hb,ged,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,citycar,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,parking,2
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,childsnack,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,floortile,2
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,tetris,9
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,cavediving,7
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,transport,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,thoughtful,8
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,maintenance,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,openstacks,19
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,hiking,19
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,visitall,0
lazyfifo,ipc2014,ff1,lazy,FIFO,hb,ged,20
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,nomystery,5
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,tidybot,15
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,pegsol,20
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,visitall,4
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,transport,0
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,elevators,16
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,woodworking,9
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,barman,7
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,parcprinter,15
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,parking,14
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,floortile,4
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,scanalyzer,17
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,sokoban,18
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,openstacks,19
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,nomystery,5
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,tidybot,18
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,pegsol,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,visitall,3
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,transport,8
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,elevators,9
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,woodworking,1
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,parcprinter,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,parking,17
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,floortile,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,scanalyzer,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,sokoban,13
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,openstacks,17
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,nomystery,5
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,tidybot,14
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,pegsol,20
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,visitall,5
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,transport,0
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,elevators,18
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,woodworking,9
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,barman,8
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,parcprinter,15
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,parking,11
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,floortile,3
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,scanalyzer,17
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,sokoban,19
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,openstacks,17
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,nomystery,5
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,tidybot,19
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,pegsol,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,visitall,3
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,transport,12
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,elevators,8
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,woodworking,1
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,barman,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,parcprinter,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,parking,16
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,floortile,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,scanalyzer,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,sokoban,15
lazyfifo,ipc2011,cg1,lazy,FIFO,hb,openstacks,15
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,nomystery,5
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,tidybot,15
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,pegsol,20
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,visitall,6
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,transport,0
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,elevators,16
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,woodworking,13
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,barman,8
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,parcprinter,14
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,parking,11
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,floortile,4
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,scanalyzer,16
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,sokoban,19
lazyfifo,ipc2011,ff1,lazy,FIFO,hb,openstacks,19
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,barman,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,citycar,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,parking,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,childsnack,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,floortile,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,tetris,19
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,cavediving,6
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,transport,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,thoughtful,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,maintenance,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,openstacks,20
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,hiking,17
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,visitall,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,ged,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,barman,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,citycar,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,parking,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,childsnack,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,floortile,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,tetris,19
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,cavediving,6
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,transport,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,thoughtful,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,maintenance,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,openstacks,20
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,hiking,17
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,visitall,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,ged,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,barman,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,citycar,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,parking,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,childsnack,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,floortile,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,tetris,19
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,cavediving,6
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,transport,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,thoughtful,4
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,maintenance,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,openstacks,20
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,hiking,17
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,visitall,0
lazyfifo,ipc2014,cg1,lazy,FIFO,hp,ged,0
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,nomystery,5
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,tidybot,16
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,pegsol,20
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,visitall,4
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,transport,0
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,elevators,15
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,woodworking,13
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,barman,8
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,parcprinter,18
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,parking,16
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,floortile,4
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,scanalyzer,16
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,sokoban,19
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,openstacks,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,nomystery,5
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,tidybot,13
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,pegsol,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,visitall,3
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,transport,12
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,elevators,8
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,woodworking,1
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,barman,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,parcprinter,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,parking,10
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,floortile,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,scanalyzer,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,sokoban,15
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,openstacks,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,nomystery,5
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,tidybot,13
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,pegsol,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,visitall,3
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,transport,12
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,elevators,8
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,woodworking,1
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,barman,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,parcprinter,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,parking,10
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,floortile,0
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,scanalyzer,20
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,sokoban,15
lazyfifo,ipc2011,cg1,lazy,FIFO,hp,openstacks,20
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,nomystery,5
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,tidybot,16
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,pegsol,20
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,visitall,4
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,transport,0
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,elevators,15
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,woodworking,13
lazyfifo,ipc2011,ff1,lazy,FIFO,hp,barman,8
