dir,track,h,search,queue,algo,dom,cov
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,scanalyzer,19
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,sokoban,18
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,barman,12
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,citycar,5
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,parking,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,tetris,14
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,transport,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,thoughtful,11
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,maintenance,6
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,hiking,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,visitall,18
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,ged,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,nomystery,15
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,tidybot,16
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,pegsol,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,visitall,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,transport,9
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,elevators,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,woodworking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,barman,19
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parcprinter,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,floortile,5
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,scanalyzer,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,sokoban,17
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,barman,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,citycar,4
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,parking,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,tetris,11
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,transport,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,thoughtful,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,maintenance,4
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,hiking,17
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,visitall,18
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,ged,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,nomystery,16
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,tidybot,16
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,pegsol,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,visitall,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,transport,11
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,elevators,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,woodworking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,barman,17
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parcprinter,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,floortile,5
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,scanalyzer,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,sokoban,17
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,barman,14
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,citycar,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,parking,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,childsnack,1
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,tetris,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,transport,4
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,thoughtful,17
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,maintenance,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,hiking,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,visitall,17
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,ged,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,barman,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,citycar,4
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,parking,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,tetris,15
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,transport,4
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,thoughtful,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,maintenance,5
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,hiking,18
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,visitall,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,ged,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,barman,14
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,citycar,4
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,parking,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,childsnack,2
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,tetris,12
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,transport,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,thoughtful,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,maintenance,5
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,hiking,18
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,visitall,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,ged,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,barman,11
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,citycar,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,parking,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,tetris,14
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,transport,5
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,thoughtful,15
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,maintenance,5
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,hiking,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,visitall,18
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,ged,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,nomystery,18
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,tidybot,18
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,pegsol,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,visitall,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,transport,12
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,elevators,19
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,woodworking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,barman,18
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parcprinter,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,floortile,6
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,scanalyzer,19
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,sokoban,16
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,nomystery,15
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,tidybot,17
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,pegsol,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,visitall,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,transport,12
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,elevators,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,woodworking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,barman,17
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parcprinter,19
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,floortile,4
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,scanalyzer,18
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,sokoban,16
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,barman,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,citycar,4
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,parking,18
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,tetris,15
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,transport,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,thoughtful,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,maintenance,5
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,hiking,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,visitall,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,ged,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,nomystery,15
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,tidybot,17
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,pegsol,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,visitall,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,transport,11
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,elevators,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,woodworking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,barman,18
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parcprinter,19
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,floortile,5
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,scanalyzer,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,sokoban,17
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,barman,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,citycar,5
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,parking,18
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,tetris,15
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,transport,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,thoughtful,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,maintenance,5
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,hiking,18
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,visitall,17
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,ged,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,barman,12
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,citycar,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,parking,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,tetris,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,transport,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,thoughtful,15
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,maintenance,6
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,hiking,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,visitall,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,ged,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,nomystery,15
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,tidybot,14
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,pegsol,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,visitall,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,transport,11
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,elevators,19
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,woodworking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,barman,18
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parcprinter,17
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,floortile,5
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,scanalyzer,19
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,sokoban,17
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,nomystery,14
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,tidybot,15
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,pegsol,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,visitall,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,transport,10
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,elevators,19
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,woodworking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,barman,18
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parcprinter,19
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,parking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,floortile,5
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,scanalyzer,19
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,sokoban,18
lama5minresultsfinal,ipc2011,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,barman,13
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,citycar,5
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,parking,19
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,tetris,15
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,transport,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,thoughtful,16
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,maintenance,3
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,hiking,20
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,visitall,18
lama5minresultsfinal,ipc2014,,,FIFO,lamaBtdb+,ged,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,barman,9
lama5minresultsfinal,ipc2014,,,FIFO,lamat,citycar,5
lama5minresultsfinal,ipc2014,,,FIFO,lamat,parking,15
lama5minresultsfinal,ipc2014,,,FIFO,lamat,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamat,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamat,tetris,7
lama5minresultsfinal,ipc2014,,,FIFO,lamat,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamat,transport,1
lama5minresultsfinal,ipc2014,,,FIFO,lamat,thoughtful,15
lama5minresultsfinal,ipc2014,,,FIFO,lamat,maintenance,6
lama5minresultsfinal,ipc2014,,,FIFO,lamat,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,hiking,18
lama5minresultsfinal,ipc2014,,,FIFO,lamat,visitall,16
lama5minresultsfinal,ipc2014,,,FIFO,lamat,ged,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,nomystery,17
lama5minresultsfinal,ipc2011,,,FIFO,lamat,tidybot,17
lama5minresultsfinal,ipc2011,,,FIFO,lamat,pegsol,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,visitall,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,transport,9
lama5minresultsfinal,ipc2011,,,FIFO,lamat,elevators,19
lama5minresultsfinal,ipc2011,,,FIFO,lamat,woodworking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,barman,17
lama5minresultsfinal,ipc2011,,,FIFO,lamat,parcprinter,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,parking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,floortile,6
lama5minresultsfinal,ipc2011,,,FIFO,lamat,scanalyzer,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,sokoban,17
lama5minresultsfinal,ipc2011,,,FIFO,lamat,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,barman,8
lama5minresultsfinal,ipc2014,,,FIFO,lamat,citycar,7
lama5minresultsfinal,ipc2014,,,FIFO,lamat,parking,16
lama5minresultsfinal,ipc2014,,,FIFO,lamat,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamat,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamat,tetris,9
lama5minresultsfinal,ipc2014,,,FIFO,lamat,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamat,transport,2
lama5minresultsfinal,ipc2014,,,FIFO,lamat,thoughtful,16
lama5minresultsfinal,ipc2014,,,FIFO,lamat,maintenance,5
lama5minresultsfinal,ipc2014,,,FIFO,lamat,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,hiking,18
lama5minresultsfinal,ipc2014,,,FIFO,lamat,visitall,18
lama5minresultsfinal,ipc2014,,,FIFO,lamat,ged,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,nomystery,17
lama5minresultsfinal,ipc2011,,,FIFO,lamat,tidybot,16
lama5minresultsfinal,ipc2011,,,FIFO,lamat,pegsol,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,visitall,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,transport,10
lama5minresultsfinal,ipc2011,,,FIFO,lamat,elevators,17
lama5minresultsfinal,ipc2011,,,FIFO,lamat,woodworking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,barman,18
lama5minresultsfinal,ipc2011,,,FIFO,lamat,parcprinter,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,parking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,floortile,6
lama5minresultsfinal,ipc2011,,,FIFO,lamat,scanalyzer,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,sokoban,17
lama5minresultsfinal,ipc2011,,,FIFO,lamat,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,barman,12
lama5minresultsfinal,ipc2014,,,FIFO,lamat,citycar,5
lama5minresultsfinal,ipc2014,,,FIFO,lamat,parking,16
lama5minresultsfinal,ipc2014,,,FIFO,lamat,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamat,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamat,tetris,7
lama5minresultsfinal,ipc2014,,,FIFO,lamat,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamat,transport,3
lama5minresultsfinal,ipc2014,,,FIFO,lamat,thoughtful,17
lama5minresultsfinal,ipc2014,,,FIFO,lamat,maintenance,6
lama5minresultsfinal,ipc2014,,,FIFO,lamat,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,hiking,17
lama5minresultsfinal,ipc2014,,,FIFO,lamat,visitall,19
lama5minresultsfinal,ipc2014,,,FIFO,lamat,ged,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,barman,11
lama5minresultsfinal,ipc2014,,,FIFO,lamat,citycar,6
lama5minresultsfinal,ipc2014,,,FIFO,lamat,parking,17
lama5minresultsfinal,ipc2014,,,FIFO,lamat,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamat,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamat,tetris,6
lama5minresultsfinal,ipc2014,,,FIFO,lamat,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamat,transport,5
lama5minresultsfinal,ipc2014,,,FIFO,lamat,thoughtful,16
lama5minresultsfinal,ipc2014,,,FIFO,lamat,maintenance,6
lama5minresultsfinal,ipc2014,,,FIFO,lamat,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,hiking,17
lama5minresultsfinal,ipc2014,,,FIFO,lamat,visitall,17
lama5minresultsfinal,ipc2014,,,FIFO,lamat,ged,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,barman,9
lama5minresultsfinal,ipc2014,,,FIFO,lamat,citycar,5
lama5minresultsfinal,ipc2014,,,FIFO,lamat,parking,17
lama5minresultsfinal,ipc2014,,,FIFO,lamat,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamat,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamat,tetris,9
lama5minresultsfinal,ipc2014,,,FIFO,lamat,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamat,transport,1
lama5minresultsfinal,ipc2014,,,FIFO,lamat,thoughtful,15
lama5minresultsfinal,ipc2014,,,FIFO,lamat,maintenance,5
lama5minresultsfinal,ipc2014,,,FIFO,lamat,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,hiking,18
lama5minresultsfinal,ipc2014,,,FIFO,lamat,visitall,16
lama5minresultsfinal,ipc2014,,,FIFO,lamat,ged,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,nomystery,18
lama5minresultsfinal,ipc2011,,,FIFO,lamat,tidybot,16
lama5minresultsfinal,ipc2011,,,FIFO,lamat,pegsol,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,visitall,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,transport,11
lama5minresultsfinal,ipc2011,,,FIFO,lamat,elevators,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,woodworking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,barman,16
lama5minresultsfinal,ipc2011,,,FIFO,lamat,parcprinter,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,parking,20
lama5minresultsfinal,ipc2011,,,FIFO,lamat,floortile,5
lama5minresultsfinal,ipc2011,,,FIFO,lamat,scanalyzer,19
lama5minresultsfinal,ipc2011,,,FIFO,lamat,sokoban,17
lama5minresultsfinal,ipc2011,,,FIFO,lamat,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,barman,9
lama5minresultsfinal,ipc2014,,,FIFO,lamat,citycar,5
lama5minresultsfinal,ipc2014,,,FIFO,lamat,parking,19
lama5minresultsfinal,ipc2014,,,FIFO,lamat,childsnack,1
lama5minresultsfinal,ipc2014,,,FIFO,lamat,floortile,2
lama5minresultsfinal,ipc2014,,,FIFO,lamat,tetris,8
lama5minresultsfinal,ipc2014,,,FIFO,lamat,cavediving,7
lama5minresultsfinal,ipc2014,,,FIFO,lamat,transport,2
lama5minresultsfinal,ipc2014,,,FIFO,lamat,thoughtful,15
lama5minresultsfinal,ipc2014,,,FIFO,lamat,maintenance,6
lama5minresultsfinal,ipc2014,,,FIFO,lamat,openstacks,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,hiking,17
lama5minresultsfinal,ipc2014,,,FIFO,lamat,visitall,17
lama5minresultsfinal,ipc2014,,,FIFO,lamat,ged,20
lama5minresultsfinal,ipc2014,,,FIFO,lamat,barman,10
lama5minresultsfinal,ipc2014,,,FIFO,lamat,citycar,5
lama5minresultsfinal,ipc2014,,,FIFO,lamat,parking,16
lama5minresultsfinal,ipc2014,,,FIFO,lamat,childsnack,0
lama5minresultsfinal,ipc2014,,,FIFO,lamat,floortile,2
